Donor_Name,Pi_Name,Acceptor_Name,Donor_SMILES,Pi_SMILES,Acceptor_SMILES,SMILES,Source_Class,Anchoring_Group
Myricetin_inspired,Thiophene,Barbituric_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccsc1[Br],O=C1NC(=O)NC(=O)/C1=C/[Cl],O=C1NC(=O)C(=Cc2sccc2-c2cc3c(=O)c(O)c(-c4cc(O)c(O)c(O)c4)oc3cc2O)C(=O)N1,Natural-derived,None
Myricetin_inspired,Benzene,Cyanoacrylic_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccc([Br])cc1,[Cl]C=C(C#N)C(=O)O,N#CC(=Cc1ccc(-c2cc3c(=O)c(O)c(-c4cc(O)c(O)c(O)c4)oc3cc2O)cc1)C(=O)O,Natural-derived,cyanoacrylate
Myricetin_inspired,Benzene,Acrylic_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccc([Br])cc1,[Cl]C=CC(=O)O,O=C(O)C=Cc1ccc(-c2cc3c(=O)c(O)c(-c4cc(O)c(O)c(O)c4)oc3cc2O)cc1,Natural-derived,carboxylic_acid
Myricetin_inspired,Benzene,Benzoic_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccc([Br])cc1,[Cl]c1ccc(C(=O)O)cc1,O=C(O)c1ccc(-c2ccc(-c3cc4c(=O)c(O)c(-c5cc(O)c(O)c(O)c5)oc4cc3O)cc2)cc1,Natural-derived,carboxylic_acid
Myricetin_inspired,Benzene,Rhodanine-3-acetic_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccc([Br])cc1,O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,O=C(O)CN1C(=O)SC(=Cc2ccc(-c3cc4c(=O)c(O)c(-c5cc(O)c(O)c(O)c5)oc4cc3O)cc2)C1=O,Natural-derived,carboxylic_acid
Myricetin_inspired,Benzene,Phosphonic_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccc([Br])cc1,[Cl]C=CP(=O)(O)O,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c(-c3ccc(C=CP(=O)(O)O)cc3)cc12,Natural-derived,phosphonic_acid
Myricetin_inspired,Benzene,Barbituric_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccc([Br])cc1,O=C1NC(=O)NC(=O)/C1=C/[Cl],O=C1NC(=O)C(=Cc2ccc(-c3cc4c(=O)c(O)c(-c5cc(O)c(O)c(O)c5)oc4cc3O)cc2)C(=O)N1,Natural-derived,None
Myricetin_inspired,Furan,Cyanoacrylic_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccoc1[Br],[Cl]C=C(C#N)C(=O)O,N#CC(=Cc1occc1-c1cc2c(=O)c(O)c(-c3cc(O)c(O)c(O)c3)oc2cc1O)C(=O)O,Natural-derived,cyanoacrylate
Myricetin_inspired,Furan,Acrylic_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccoc1[Br],[Cl]C=CC(=O)O,O=C(O)C=Cc1occc1-c1cc2c(=O)c(O)c(-c3cc(O)c(O)c(O)c3)oc2cc1O,Natural-derived,carboxylic_acid
Myricetin_inspired,Furan,Benzoic_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccoc1[Br],[Cl]c1ccc(C(=O)O)cc1,O=C(O)c1ccc(-c2occc2-c2cc3c(=O)c(O)c(-c4cc(O)c(O)c(O)c4)oc3cc2O)cc1,Natural-derived,carboxylic_acid
Myricetin_inspired,Furan,Rhodanine-3-acetic_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccoc1[Br],O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,O=C(O)CN1C(=O)SC(=Cc2occc2-c2cc3c(=O)c(O)c(-c4cc(O)c(O)c(O)c4)oc3cc2O)C1=O,Natural-derived,carboxylic_acid
Myricetin_inspired,Furan,Phosphonic_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccoc1[Br],[Cl]C=CP(=O)(O)O,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c(-c3ccoc3C=CP(=O)(O)O)cc12,Natural-derived,phosphonic_acid
Myricetin_inspired,Furan,Barbituric_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccoc1[Br],O=C1NC(=O)NC(=O)/C1=C/[Cl],O=C1NC(=O)C(=Cc2occc2-c2cc3c(=O)c(O)c(-c4cc(O)c(O)c(O)c4)oc3cc2O)C(=O)N1,Natural-derived,None
Myricetin_inspired,Thienothiophene,Cyanoacrylic_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1cc2c(s1)scc2[Br],[Cl]C=C(C#N)C(=O)O,N#CC(=Cc1csc2sc(-c3cc4c(=O)c(O)c(-c5cc(O)c(O)c(O)c5)oc4cc3O)cc12)C(=O)O,Natural-derived,cyanoacrylate
Myricetin_inspired,Thienothiophene,Acrylic_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1cc2c(s1)scc2[Br],[Cl]C=CC(=O)O,O=C(O)C=Cc1csc2sc(-c3cc4c(=O)c(O)c(-c5cc(O)c(O)c(O)c5)oc4cc3O)cc12,Natural-derived,carboxylic_acid
Myricetin_inspired,Thienothiophene,Benzoic_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1cc2c(s1)scc2[Br],[Cl]c1ccc(C(=O)O)cc1,O=C(O)c1ccc(-c2csc3sc(-c4cc5c(=O)c(O)c(-c6cc(O)c(O)c(O)c6)oc5cc4O)cc23)cc1,Natural-derived,carboxylic_acid
Myricetin_inspired,Thienothiophene,Rhodanine-3-acetic_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1cc2c(s1)scc2[Br],O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,O=C(O)CN1C(=O)SC(=Cc2csc3sc(-c4cc5c(=O)c(O)c(-c6cc(O)c(O)c(O)c6)oc5cc4O)cc23)C1=O,Natural-derived,carboxylic_acid
Myricetin_inspired,Thienothiophene,Phosphonic_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1cc2c(s1)scc2[Br],[Cl]C=CP(=O)(O)O,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c(-c3cc4c(C=CP(=O)(O)O)csc4s3)cc12,Natural-derived,phosphonic_acid
Myricetin_inspired,Thienothiophene,Barbituric_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1cc2c(s1)scc2[Br],O=C1NC(=O)NC(=O)/C1=C/[Cl],O=C1NC(=O)C(=Cc2csc3sc(-c4cc5c(=O)c(O)c(-c6cc(O)c(O)c(O)c6)oc5cc4O)cc23)C(=O)N1,Natural-derived,None
Myricetin_inspired,Ethyne,Cyanoacrylic_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]C#C[Br],[Cl]C=C(C#N)C(=O)O,N#CC(=CC#Cc1cc2c(=O)c(O)c(-c3cc(O)c(O)c(O)c3)oc2cc1O)C(=O)O,Natural-derived,cyanoacrylate
Myricetin_inspired,Ethyne,Acrylic_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]C#C[Br],[Cl]C=CC(=O)O,O=C(O)C=CC#Cc1cc2c(=O)c(O)c(-c3cc(O)c(O)c(O)c3)oc2cc1O,Natural-derived,carboxylic_acid
Myricetin_inspired,Ethyne,Benzoic_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]C#C[Br],[Cl]c1ccc(C(=O)O)cc1,O=C(O)c1ccc(C#Cc2cc3c(=O)c(O)c(-c4cc(O)c(O)c(O)c4)oc3cc2O)cc1,Natural-derived,carboxylic_acid
Myricetin_inspired,Ethyne,Rhodanine-3-acetic_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]C#C[Br],O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,O=C(O)CN1C(=O)SC(=CC#Cc2cc3c(=O)c(O)c(-c4cc(O)c(O)c(O)c4)oc3cc2O)C1=O,Natural-derived,carboxylic_acid
Myricetin_inspired,Ethyne,Phosphonic_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]C#C[Br],[Cl]C=CP(=O)(O)O,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c(C#CC=CP(=O)(O)O)cc12,Natural-derived,phosphonic_acid
Myricetin_inspired,Ethyne,Barbituric_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]C#C[Br],O=C1NC(=O)NC(=O)/C1=C/[Cl],O=C1NC(=O)C(=CC#Cc2cc3c(=O)c(O)c(-c4cc(O)c(O)c(O)c4)oc3cc2O)C(=O)N1,Natural-derived,None
Myricetin_inspired,Ethene,Cyanoacrylic_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]/C=C/[Br],[Cl]C=C(C#N)C(=O)O,N#CC(=CC=Cc1cc2c(=O)c(O)c(-c3cc(O)c(O)c(O)c3)oc2cc1O)C(=O)O,Natural-derived,cyanoacrylate
Myricetin_inspired,Ethene,Acrylic_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]/C=C/[Br],[Cl]C=CC(=O)O,O=C(O)C=CC=Cc1cc2c(=O)c(O)c(-c3cc(O)c(O)c(O)c3)oc2cc1O,Natural-derived,carboxylic_acid
Myricetin_inspired,Ethene,Benzoic_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]/C=C/[Br],[Cl]c1ccc(C(=O)O)cc1,O=C(O)c1ccc(C=Cc2cc3c(=O)c(O)c(-c4cc(O)c(O)c(O)c4)oc3cc2O)cc1,Natural-derived,carboxylic_acid
Myricetin_inspired,Ethene,Rhodanine-3-acetic_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]/C=C/[Br],O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,O=C(O)CN1C(=O)SC(=CC=Cc2cc3c(=O)c(O)c(-c4cc(O)c(O)c(O)c4)oc3cc2O)C1=O,Natural-derived,carboxylic_acid
Myricetin_inspired,Ethene,Phosphonic_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]/C=C/[Br],[Cl]C=CP(=O)(O)O,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c(C=CC=CP(=O)(O)O)cc12,Natural-derived,phosphonic_acid
Myricetin_inspired,Ethene,Barbituric_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]/C=C/[Br],O=C1NC(=O)NC(=O)/C1=C/[Cl],O=C1NC(=O)C(=CC=Cc2cc3c(=O)c(O)c(-c4cc(O)c(O)c(O)c4)oc3cc2O)C(=O)N1,Natural-derived,None
Myricetin_inspired,Benzothiadiazole,Cyanoacrylic_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccc2nsnc2c1[Br],[Cl]C=C(C#N)C(=O)O,N#CC(=Cc1c(-c2cc3c(=O)c(O)c(-c4cc(O)c(O)c(O)c4)oc3cc2O)ccc2nsnc12)C(=O)O,Natural-derived,cyanoacrylate
Myricetin_inspired,Benzothiadiazole,Acrylic_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccc2nsnc2c1[Br],[Cl]C=CC(=O)O,O=C(O)C=Cc1c(-c2cc3c(=O)c(O)c(-c4cc(O)c(O)c(O)c4)oc3cc2O)ccc2nsnc12,Natural-derived,carboxylic_acid
Myricetin_inspired,Benzothiadiazole,Benzoic_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccc2nsnc2c1[Br],[Cl]c1ccc(C(=O)O)cc1,O=C(O)c1ccc(-c2c(-c3cc4c(=O)c(O)c(-c5cc(O)c(O)c(O)c5)oc4cc3O)ccc3nsnc23)cc1,Natural-derived,carboxylic_acid
Myricetin_inspired,Benzothiadiazole,Rhodanine-3-acetic_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccc2nsnc2c1[Br],O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,O=C(O)CN1C(=O)SC(=Cc2c(-c3cc4c(=O)c(O)c(-c5cc(O)c(O)c(O)c5)oc4cc3O)ccc3nsnc23)C1=O,Natural-derived,carboxylic_acid
Myricetin_inspired,Benzothiadiazole,Phosphonic_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccc2nsnc2c1[Br],[Cl]C=CP(=O)(O)O,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c(-c3ccc4nsnc4c3C=CP(=O)(O)O)cc12,Natural-derived,phosphonic_acid
Myricetin_inspired,Benzothiadiazole,Barbituric_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccc2nsnc2c1[Br],O=C1NC(=O)NC(=O)/C1=C/[Cl],O=C1NC(=O)C(=Cc2c(-c3cc4c(=O)c(O)c(-c5cc(O)c(O)c(O)c5)oc4cc3O)ccc3nsnc23)C(=O)N1,Natural-derived,None
Myricetin_inspired,Bithiophene,Cyanoacrylic_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccsc1-c2cc([Br])cs2,[Cl]C=C(C#N)C(=O)O,N#CC(=Cc1csc(-c2sccc2-c2cc3c(=O)c(O)c(-c4cc(O)c(O)c(O)c4)oc3cc2O)c1)C(=O)O,Natural-derived,cyanoacrylate
Myricetin_inspired,Bithiophene,Acrylic_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccsc1-c2cc([Br])cs2,[Cl]C=CC(=O)O,O=C(O)C=Cc1csc(-c2sccc2-c2cc3c(=O)c(O)c(-c4cc(O)c(O)c(O)c4)oc3cc2O)c1,Natural-derived,carboxylic_acid
Myricetin_inspired,Bithiophene,Benzoic_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccsc1-c2cc([Br])cs2,[Cl]c1ccc(C(=O)O)cc1,O=C(O)c1ccc(-c2csc(-c3sccc3-c3cc4c(=O)c(O)c(-c5cc(O)c(O)c(O)c5)oc4cc3O)c2)cc1,Natural-derived,carboxylic_acid
Myricetin_inspired,Bithiophene,Rhodanine-3-acetic_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccsc1-c2cc([Br])cs2,O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,O=C(O)CN1C(=O)SC(=Cc2csc(-c3sccc3-c3cc4c(=O)c(O)c(-c5cc(O)c(O)c(O)c5)oc4cc3O)c2)C1=O,Natural-derived,carboxylic_acid
Myricetin_inspired,Bithiophene,Phosphonic_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccsc1-c2cc([Br])cs2,[Cl]C=CP(=O)(O)O,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c(-c3ccsc3-c3cc(C=CP(=O)(O)O)cs3)cc12,Natural-derived,phosphonic_acid
Myricetin_inspired,Bithiophene,Barbituric_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccsc1-c2cc([Br])cs2,O=C1NC(=O)NC(=O)/C1=C/[Cl],O=C1NC(=O)C(=Cc2csc(-c3sccc3-c3cc4c(=O)c(O)c(-c5cc(O)c(O)c(O)c5)oc4cc3O)c2)C(=O)N1,Natural-derived,None
Myricetin_inspired,Pyrrole_N-methyl,Cyanoacrylic_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccn(C)c1[Br],[Cl]C=C(C#N)C(=O)O,Cn1ccc(-c2cc3c(=O)c(O)c(-c4cc(O)c(O)c(O)c4)oc3cc2O)c1C=C(C#N)C(=O)O,Natural-derived,cyanoacrylate
Myricetin_inspired,Pyrrole_N-methyl,Acrylic_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccn(C)c1[Br],[Cl]C=CC(=O)O,Cn1ccc(-c2cc3c(=O)c(O)c(-c4cc(O)c(O)c(O)c4)oc3cc2O)c1C=CC(=O)O,Natural-derived,carboxylic_acid
Myricetin_inspired,Pyrrole_N-methyl,Benzoic_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccn(C)c1[Br],[Cl]c1ccc(C(=O)O)cc1,Cn1ccc(-c2cc3c(=O)c(O)c(-c4cc(O)c(O)c(O)c4)oc3cc2O)c1-c1ccc(C(=O)O)cc1,Natural-derived,carboxylic_acid
Myricetin_inspired,Pyrrole_N-methyl,Rhodanine-3-acetic_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccn(C)c1[Br],O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,Cn1ccc(-c2cc3c(=O)c(O)c(-c4cc(O)c(O)c(O)c4)oc3cc2O)c1C=C1SC(=O)N(CC(=O)O)C1=O,Natural-derived,carboxylic_acid
Myricetin_inspired,Pyrrole_N-methyl,Phosphonic_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccn(C)c1[Br],[Cl]C=CP(=O)(O)O,Cn1ccc(-c2cc3c(=O)c(O)c(-c4cc(O)c(O)c(O)c4)oc3cc2O)c1C=CP(=O)(O)O,Natural-derived,phosphonic_acid
Myricetin_inspired,Pyrrole_N-methyl,Barbituric_acid,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)c([At])cc21,[I]c1ccn(C)c1[Br],O=C1NC(=O)NC(=O)/C1=C/[Cl],Cn1ccc(-c2cc3c(=O)c(O)c(-c4cc(O)c(O)c(O)c4)oc3cc2O)c1C=C1C(=O)NC(=O)NC1=O,Natural-derived,None
Chrysin_inspired,Thiophene,Cyanoacrylic_acid,O=c1cc(-c2ccccc2)oc2cc(O)c([At])cc21,[I]c1ccsc1[Br],[Cl]C=C(C#N)C(=O)O,N#CC(=Cc1sccc1-c1cc2c(=O)cc(-c3ccccc3)oc2cc1O)C(=O)O,Natural-derived,cyanoacrylate
Chrysin_inspired,Thiophene,Acrylic_acid,O=c1cc(-c2ccccc2)oc2cc(O)c([At])cc21,[I]c1ccsc1[Br],[Cl]C=CC(=O)O,O=C(O)C=Cc1sccc1-c1cc2c(=O)cc(-c3ccccc3)oc2cc1O,Natural-derived,carboxylic_acid
Chrysin_inspired,Thiophene,Benzoic_acid,O=c1cc(-c2ccccc2)oc2cc(O)c([At])cc21,[I]c1ccsc1[Br],[Cl]c1ccc(C(=O)O)cc1,O=C(O)c1ccc(-c2sccc2-c2cc3c(=O)cc(-c4ccccc4)oc3cc2O)cc1,Natural-derived,carboxylic_acid
Chrysin_inspired,Thiophene,Rhodanine-3-acetic_acid,O=c1cc(-c2ccccc2)oc2cc(O)c([At])cc21,[I]c1ccsc1[Br],O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,O=C(O)CN1C(=O)SC(=Cc2sccc2-c2cc3c(=O)cc(-c4ccccc4)oc3cc2O)C1=O,Natural-derived,carboxylic_acid
Chrysin_inspired,Thiophene,Phosphonic_acid,O=c1cc(-c2ccccc2)oc2cc(O)c([At])cc21,[I]c1ccsc1[Br],[Cl]C=CP(=O)(O)O,O=c1cc(-c2ccccc2)oc2cc(O)c(-c3ccsc3C=CP(=O)(O)O)cc12,Natural-derived,phosphonic_acid
Chrysin_inspired,Thiophene,Barbituric_acid,O=c1cc(-c2ccccc2)oc2cc(O)c([At])cc21,[I]c1ccsc1[Br],O=C1NC(=O)NC(=O)/C1=C/[Cl],O=C1NC(=O)C(=Cc2sccc2-c2cc3c(=O)cc(-c4ccccc4)oc3cc2O)C(=O)N1,Natural-derived,None
Chrysin_inspired,Benzene,Cyanoacrylic_acid,O=c1cc(-c2ccccc2)oc2cc(O)c([At])cc21,[I]c1ccc([Br])cc1,[Cl]C=C(C#N)C(=O)O,N#CC(=Cc1ccc(-c2cc3c(=O)cc(-c4ccccc4)oc3cc2O)cc1)C(=O)O,Natural-derived,cyanoacrylate
Chrysin_inspired,Benzene,Acrylic_acid,O=c1cc(-c2ccccc2)oc2cc(O)c([At])cc21,[I]c1ccc([Br])cc1,[Cl]C=CC(=O)O,O=C(O)C=Cc1ccc(-c2cc3c(=O)cc(-c4ccccc4)oc3cc2O)cc1,Natural-derived,carboxylic_acid
Chrysin_inspired,Benzene,Benzoic_acid,O=c1cc(-c2ccccc2)oc2cc(O)c([At])cc21,[I]c1ccc([Br])cc1,[Cl]c1ccc(C(=O)O)cc1,O=C(O)c1ccc(-c2ccc(-c3cc4c(=O)cc(-c5ccccc5)oc4cc3O)cc2)cc1,Natural-derived,carboxylic_acid
Chrysin_inspired,Benzene,Rhodanine-3-acetic_acid,O=c1cc(-c2ccccc2)oc2cc(O)c([At])cc21,[I]c1ccc([Br])cc1,O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,O=C(O)CN1C(=O)SC(=Cc2ccc(-c3cc4c(=O)cc(-c5ccccc5)oc4cc3O)cc2)C1=O,Natural-derived,carboxylic_acid
Chrysin_inspired,Benzene,Phosphonic_acid,O=c1cc(-c2ccccc2)oc2cc(O)c([At])cc21,[I]c1ccc([Br])cc1,[Cl]C=CP(=O)(O)O,O=c1cc(-c2ccccc2)oc2cc(O)c(-c3ccc(C=CP(=O)(O)O)cc3)cc12,Natural-derived,phosphonic_acid
Chrysin_inspired,Benzene,Barbituric_acid,O=c1cc(-c2ccccc2)oc2cc(O)c([At])cc21,[I]c1ccc([Br])cc1,O=C1NC(=O)NC(=O)/C1=C/[Cl],O=C1NC(=O)C(=Cc2ccc(-c3cc4c(=O)cc(-c5ccccc5)oc4cc3O)cc2)C(=O)N1,Natural-derived,None
Chrysin_inspired,Furan,Cyanoacrylic_acid,O=c1cc(-c2ccccc2)oc2cc(O)c([At])cc21,[I]c1ccoc1[Br],[Cl]C=C(C#N)C(=O)O,N#CC(=Cc1occc1-c1cc2c(=O)cc(-c3ccccc3)oc2cc1O)C(=O)O,Natural-derived,cyanoacrylate
Chrysin_inspired,Furan,Acrylic_acid,O=c1cc(-c2ccccc2)oc2cc(O)c([At])cc21,[I]c1ccoc1[Br],[Cl]C=CC(=O)O,O=C(O)C=Cc1occc1-c1cc2c(=O)cc(-c3ccccc3)oc2cc1O,Natural-derived,carboxylic_acid
Chrysin_inspired,Furan,Benzoic_acid,O=c1cc(-c2ccccc2)oc2cc(O)c([At])cc21,[I]c1ccoc1[Br],[Cl]c1ccc(C(=O)O)cc1,O=C(O)c1ccc(-c2occc2-c2cc3c(=O)cc(-c4ccccc4)oc3cc2O)cc1,Natural-derived,carboxylic_acid
Chrysin_inspired,Furan,Rhodanine-3-acetic_acid,O=c1cc(-c2ccccc2)oc2cc(O)c([At])cc21,[I]c1ccoc1[Br],O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,O=C(O)CN1C(=O)SC(=Cc2occc2-c2cc3c(=O)cc(-c4ccccc4)oc3cc2O)C1=O,Natural-derived,carboxylic_acid
Chrysin_inspired,Furan,Phosphonic_acid,O=c1cc(-c2ccccc2)oc2cc(O)c([At])cc21,[I]c1ccoc1[Br],[Cl]C=CP(=O)(O)O,O=c1cc(-c2ccccc2)oc2cc(O)c(-c3ccoc3C=CP(=O)(O)O)cc12,Natural-derived,phosphonic_acid
Chrysin_inspired,Furan,Barbituric_acid,O=c1cc(-c2ccccc2)oc2cc(O)c([At])cc21,[I]c1ccoc1[Br],O=C1NC(=O)NC(=O)/C1=C/[Cl],O=C1NC(=O)C(=Cc2occc2-c2cc3c(=O)cc(-c4ccccc4)oc3cc2O)C(=O)N1,Natural-derived,None
Chrysin_inspired,Thienothiophene,Cyanoacrylic_acid,O=c1cc(-c2ccccc2)oc2cc(O)c([At])cc21,[I]c1cc2c(s1)scc2[Br],[Cl]C=C(C#N)C(=O)O,N#CC(=Cc1csc2sc(-c3cc4c(=O)cc(-c5ccccc5)oc4cc3O)cc12)C(=O)O,Natural-derived,cyanoacrylate
Chrysin_inspired,Thienothiophene,Acrylic_acid,O=c1cc(-c2ccccc2)oc2cc(O)c([At])cc21,[I]c1cc2c(s1)scc2[Br],[Cl]C=CC(=O)O,O=C(O)C=Cc1csc2sc(-c3cc4c(=O)cc(-c5ccccc5)oc4cc3O)cc12,Natural-derived,carboxylic_acid
Chrysin_inspired,Thienothiophene,Benzoic_acid,O=c1cc(-c2ccccc2)oc2cc(O)c([At])cc21,[I]c1cc2c(s1)scc2[Br],[Cl]c1ccc(C(=O)O)cc1,O=C(O)c1ccc(-c2csc3sc(-c4cc5c(=O)cc(-c6ccccc6)oc5cc4O)cc23)cc1,Natural-derived,carboxylic_acid
Chrysin_inspired,Thienothiophene,Rhodanine-3-acetic_acid,O=c1cc(-c2ccccc2)oc2cc(O)c([At])cc21,[I]c1cc2c(s1)scc2[Br],O=C1S/C(=C\[Cl])/C(=O)N1CC(=O)O,O=C(O)CN1C(=O)SC(=Cc2csc3sc(-c4cc5c(=O)cc(-c6ccccc6)oc5cc4O)cc23)C1=O,Natural-derived,carboxylic_acid
Chrysin_inspired,Thienothiophene,Phosphonic_acid,O=c1cc(-c2ccccc2)oc2cc(O)c([At])cc21,[I]c1cc2c(s1)scc2[Br],[Cl]C=CP(=O)(O)O,O=c1cc(-c2ccccc2)oc2cc(O)c(-c3cc4c(C=CP(=O)(O)O)csc4s3)cc12,Natural-derived,phosphonic_acid
Chrysin_inspired,Thienothiophene,Barbituric_acid,O=c1cc(-c2ccccc2)oc2cc(O)c([At])cc21,[I]c1cc2c(s1)scc2[Br],O=C1NC(=O)NC(=O)/C1=C/[Cl],O=C1NC(=O)C(=Cc2csc3sc(-c4cc5c(=O)cc(-c6ccccc6)oc5cc4O)cc23)C(=O)N1,Natural-derived,None
Chrysin_inspired,Ethyne,Cyanoacrylic_acid,O=c1cc(-c2ccccc2)oc2cc(O)c([At])cc21,[I]C#C[Br],[Cl]C=C(C#N)C(=O)O,N#CC(=CC#Cc1cc2c(=O)cc(-c3ccccc3)oc2cc1O)C(=O)O,Natural-derived,cyanoacrylate
